,movieCd,openDt_score,prdtYear_score,repNationNm_score,repGenreNm_score,showTm_score,watchGradeNm_score,distributor_score,actor_score,starScore,userCount,previous_screen,previous_show,previous_audience,final_audience
510,20121549,4.6,5,5.6,4,3.6,5.3,4.3,22,7.99,5028,99,165,14239,978413
511,20170443,5.2,4.7,4.2,5.8,7.2,5.3,7.5,23,6.66,6805,4,5,977,959578
512,20090305,4,3.8,5.6,3.8,6.6,3.6,2.5,34.2,7.95,4081,22,23,4910,949896
513,20123641,3.5,5,4.2,5.2,3.6,5.3,5.1,23,7.69,2599,1,1,303,956154
514,20131262,4.3,4.5,5.6,3.8,6.6,5.3,5,44.5,7.49,5588,51,53,7868,956103
515,20126448,4.5,4.8,4.2,3.8,3.6,5.3,4.3,22.5,8.78,2962,366,778,43569,953871
516,20081809,4.3,4.2,2.5,5.8,3.6,4.6,2.5,19.2,7.6,2280,18,60,11574,937224
517,20164844,4.6,4.3,5.6,4.7,6.6,3.6,5.8,41.2,6.1,11367,158,206,26263,953305
518,20090012,3.5,3.8,4.2,3.8,6.6,4.6,5,23,7.73,2355,13,16,4832,935168
519,20101348,5.2,3.8,2.5,3.1,2.5,3.3,5.8,21,8.98,3188,179,327,22039,981294
520,20072148,4,3.3,5.6,3.4,6.6,3.6,7.1,23,7.02,3710,37,39,4677,936945
521,20134046,5.2,5,4.2,5.2,3.6,5.3,2.5,22.3,8.67,6459,74,74,13490,956198
522,20135362,4.6,5,4.2,3.1,3.6,3.3,5.8,22.9,9.25,2121,646,1066,72639,943806
523,20163215,4.5,4.3,4.2,3.8,3.6,5.3,5.1,20.6,8.5,5960,22,22,5323,945172
524,20090160,3.5,3.8,5.6,4.7,3.6,4.6,5.8,22.7,6.91,3164,5,8,986,921111
525,20123681,4.3,4.8,5.6,3.1,2.5,3.3,5.8,20.3,8.57,642,10,12,2752,931953
526,20141113,3.7,4.5,4.2,3.4,3.6,4.6,5.1,23.3,6.87,4000,176,184,5120,926107
527,20122089,4.1,5,4.2,3.1,3.6,3.3,3.8,21.4,8.84,1100,1203,2480,165333,963763
528,20163294,4.1,4.3,4.2,5.8,6.6,4.6,3.8,27.3,7.94,5150,469,1241,35356,921317
529,20159162,3.4,4.3,4.2,5.2,6.6,5.3,2.5,21.7,7.37,4324,14,14,2930,919834
530,20129388,5.2,4.8,4.2,3.1,3.6,3.3,7.5,20.6,9.3,2766,295,411,34284,918823
531,20101212,5.2,3.8,4.2,3.8,3.6,4.6,4.6,20.9,5.99,1934,1,1,0,905624
532,20080663,4.5,4.2,5.6,3.8,3.6,5.3,2.5,24,9.02,4304,486,1372,37989,898000
533,20134206,5.2,5,2.5,3.1,2.5,3.3,5.8,19.4,8.81,408,40,41,4364,904143
534,20177946,3.5,4.7,2.5,5.8,6.6,4.6,2.5,20.9,8.31,2641,21,21,2674,903195
535,20113887,3.7,4.8,5.6,4,3.6,4.6,5,28.9,5.8,4151,754,1578,134678,953682
536,20124717,3.4,4.8,4.2,5.8,3.6,5.3,5.1,25.2,6.84,2560,1,1,303,893027
537,20179696,4.1,4.7,4.2,3.4,6.6,4.6,5.1,22.5,6.98,5698,6,9,1268,888836
538,20129156,4.3,4,4.2,3.1,3.6,3.3,7.5,24,8.25,1138,21,21,4402,884988
539,20090408,4.5,3.8,4.2,3.1,3.6,3.3,4.6,21.6,8.78,1278,1,1,0,865658
540,20102421,4.3,3.8,4.2,3.1,3.6,3.3,5.8,19.4,8.77,2720,93,95,15213,875631
541,20090425,4.5,2.5,2.3,3.8,6.6,3.3,2.5,20.4,9.03,6452,64,66,9108,877408
542,20124096,3.5,4.8,4.2,5.8,3.6,4.6,4.6,19.6,8.21,2796,8,9,2411,873396
543,20101133,4,3.8,4.2,5.8,3.6,5.3,2.5,24,6.26,18176,4,6,1347,860340
544,20100326,6,3.8,5.6,3.4,2.5,4.6,5,23.6,4.72,8309,2,4,1704,857038
545,20124402,4,5,5.6,4.7,3.6,4.6,5.8,31.2,6.46,3672,27,32,6957,870785
546,20135001,4.1,5,4.2,3.1,3.6,3.3,7.5,23.8,8.73,1332,57,57,12645,870759
547,20136761,4.5,5,4.2,3.1,3.6,3.3,7.5,24,7.81,407,354,895,51983,921788
548,20110312,4.6,4.8,5.6,3.4,3.6,4.6,7.1,22.8,6.19,3482,15,17,4247,867386
549,20178581,4,4.7,4.2,3.8,3.6,5.3,4.6,24.7,8.03,4596,4,4,1101,864757
550,20163661,4.5,4.3,4.2,5.8,3.6,5.3,5.1,22,7.64,3401,13,13,2811,858402
551,20080226,3.4,4.2,5.6,3.8,6.6,3.6,5.8,26,4.18,3021,28,32,5524,846903
552,20148461,3.4,4.5,5.6,4.7,3.6,3.6,2.6,27.7,6.73,4124,23,25,6359,855980
553,20140402,4,4.5,4.2,5.2,6.6,4.6,4.3,24.1,7.54,5232,19,19,4619,854377
554,20090579,3.7,3.8,4.2,5.1,3.6,3.6,4.6,20.4,8.96,10558,1,2,16,841125
555,20150977,3.5,4.4,5.6,3.8,6.6,5.3,5.8,26.5,8.21,3667,51,54,11969,848148
556,19820019,3.5,3.8,5.6,3.8,3.6,4.6,5.8,25.6,7.29,5140,33,59,4115,849635
557,20169348,4.6,4.7,5.6,3.8,6.6,4.6,4.6,30.3,7.31,6219,62,62,10744,837500
558,20124629,3.4,4,4.2,5.1,6.6,5.3,4.6,21.8,7.5,3290,17,28,3581,838126
559,20080870,3.5,3.8,5.6,5.8,3.6,4.6,5.8,25,6.65,2228,26,30,4181,827647
560,20119619,4.6,4,5.6,4,3.6,4.6,4.3,24.5,7.74,1762,574,1072,63271,870887
561,20148844,6,4.5,5.6,5.2,3.6,4.6,5.8,25.9,6.5,6087,40,40,7612,828025
562,20150741,6,4.4,4.2,3.4,3.6,4.6,3.8,20.6,6.84,2891,1,1,173,825517
563,20174846,5.2,4.7,5.6,3.1,2.5,3.3,5,18.3,9.17,3814,22,22,4451,827040
564,20125990,3.5,4.8,5.6,4,6.6,4.6,4.3,37.7,7.8,4994,64,67,12811,832894
565,20171090,4.1,4.7,2.5,5.8,3.6,4.6,4.6,23,8.03,4595,673,1744,32040,823624
566,20168885,4.1,4.3,4.2,4,6.6,4.6,3.8,19.2,8.89,3751,729,1620,49757,820995
567,20112542,5.2,4,4.2,3.1,2.5,3.3,4.3,25.5,7.3,1611,32,33,6380,815991
568,20144683,5.2,4.4,4.2,5.8,6.6,5.3,5.1,23.9,8.15,2415,19,19,1701,809827
569,20090826,5.2,3.8,4.2,4.7,3.6,4.6,2.5,18.5,7.77,4640,7,8,715,800006
570,20090554,3.7,3.8,4.2,5.1,2.5,4.6,4.6,20.9,7.45,2133,1,1,236,794475
571,20151481,4,4.4,4.2,5.8,6.6,4.6,4.3,24.1,7.63,3450,2,2,802,806709
572,20119637,3.4,3.8,2.5,3.8,3.6,5.3,2.5,26.7,8.28,1895,348,585,26862,808908
573,20080476,4.6,4.2,4.2,5.8,6.6,5.3,5.1,22.7,7.54,4420,8,10,729,798718
574,20133701,4,5,4.2,3.1,3.6,3.3,7.5,21.6,8.16,525,1,1,58,800062
575,20136802,4,4.5,5.6,3.8,3.6,5.3,2.1,28.7,8.62,5203,194,195,30423,814570
576,20100295,4.5,3.8,4.2,5.8,3.6,4.6,4.6,23.1,8.93,4285,10,11,1492,777985
577,20110233,4.5,4,5.6,3.4,3.6,4.6,5.8,24,6.82,3669,4,4,700,790959
578,20147176,5.2,4.5,5.6,7.9,6.6,4.6,7.1,32,7.82,4725,205,206,18634,790370
579,20123333,4.3,4.8,4.2,5.8,6.6,4.6,5.8,28,7.26,2835,6,9,1139,784031
580,20130561,3.5,5,5.6,3.8,3.6,3.6,4.3,31.8,7.63,1713,101,103,21016,781516
581,20147727,3.4,4.5,4.2,3.4,3.6,3.6,4.6,23,8.35,5886,19,19,2231,778493
582,20110301,4.5,4,5.6,5.8,6.6,4.6,5.8,36.9,7.08,4453,39,45,7790,771699
583,20124080,4.5,4.8,5.6,7.9,6.6,5.3,4.3,29,7.42,3656,443,681,85039,790181
584,20113920,3.5,4,2.5,3.1,2.5,3.3,4.3,22.5,5.68,702,18,18,3052,768658
585,20168688,4.3,4.3,4.2,5.8,3.6,3.6,3.8,22.7,8.38,4838,1,1,401,765259
586,20163194,3.4,4.3,4.2,5.1,3.6,4.6,4.3,23.3,6.98,4972,4,4,1183,764072
587,20138962,4.6,4.5,4.2,3.1,3.6,3.3,4.6,38.4,8.29,2342,21,23,4309,765961
588,20072686,3.7,4.2,5.6,3.8,6.6,5.3,5.8,29,6.7,2510,6,9,1400,762370
589,20163521,4,4.3,5.6,3.8,6.6,4.6,3.7,23.7,8.99,4402,103,103,20583,758195
590,20081744,5.2,4.2,4.2,3.1,3.6,3.3,4.6,20.2,9.03,2898,24,30,5516,753569
591,20149846,4.5,4.5,4.2,3.8,6.6,5.3,4.6,21,8.59,4476,28,29,4877,749146
592,20090895,4.3,3.8,5.6,5.8,3.6,4.6,2.5,22,4.67,2874,204,537,17184,729834
593,20090664,3.7,3.8,4.2,3.8,3.6,5.3,2.5,22.6,8.27,3004,34,37,4711,730934
594,20090237,4.6,4.2,5.6,4,3.6,5.3,2.5,24,8.65,6346,53,201,5440,725031
595,20151884,3.4,4.3,4.2,5.8,3.6,4.6,4.7,23.3,7.36,2422,4,4,768,731584
596,20134801,4,5,5.6,4.7,6.6,3.6,5.8,27.3,6.26,3704,62,62,4590,731212
597,20080890,4,4.2,5.6,3.8,3.6,5.3,5.8,23,7.82,3968,28,33,2607,731706
598,20080394,4,4.2,5.6,3.8,6.6,3.6,4.3,32.2,6.95,4172,51,99,17274,719587
599,20090157,3.4,3.8,4.2,5.1,3.6,4.6,4.3,28.6,6.7,2987,12,23,6310,715887
600,20090085,3.4,3.8,5.6,3.8,3.6,4.6,7.1,32.7,8.37,5181,10,10,1322,715800
601,20156841,3.4,4.5,4.2,3.8,3.6,3.3,7.5,27.5,8.36,2390,43,43,8162,716491
602,20110251,4.5,4,5.6,3.8,6.6,3.6,5,20.1,6.99,3928,10,12,2200,714136
603,20147874,4.6,4.5,4.2,5.8,6.6,5.3,5.1,22.3,6.66,4540,1,1,303,709734
604,20100380,6,3.8,5.6,3.8,3.6,3.3,4.3,31.3,8.6,1744,73,77,12551,696382
605,20080641,4.6,4.2,4.2,3.8,3.6,4.6,4.6,18.4,8.44,1324,21,25,26,693874
606,20080009,4.3,3.3,4.2,2.7,3.6,3.6,5.1,20.4,7.31,3980,3,4,25,698306
607,20150968,4.5,4.3,5.6,3.8,6.6,5.3,4.7,28.7,8.67,5041,160,173,28848,710117
608,20080230,3.4,4.2,4.2,7.9,3.6,4.6,3.8,23,8.16,1181,39,40,4967,693836
609,20100256,4.6,3.8,5.6,3.8,3.6,4.6,4.3,25.3,9.06,5546,69,70,12450,688639
610,20130522,4.6,4.5,4.2,5.1,3.6,5.3,4.3,23.8,7.95,5073,6,6,1436,696436
611,20080946,6,4.2,4.2,4,3.6,3.3,4.3,18.2,6.17,1399,8,9,1283,694539
612,20110303,4.1,4,5.6,3.8,3.6,4.6,4.3,24,7.8,2586,473,710,43456,700272
613,20156007,3.7,4.3,4.2,3.4,6.6,4.6,3.8,22.2,7.79,2846,32,32,5031,689071
614,20090176,4,3.8,4.2,5.8,3.6,4.6,3.8,25,8.48,1854,1,2,19,675255
615,20100382,4.5,3.8,4.2,3.8,3.6,5.3,2.5,21.6,9.13,3594,8,14,2508,671845
616,20080038,3.5,3.3,4.2,5.2,3.6,3.3,5.8,20.4,8.56,1526,14,14,3151,676155
617,20158241,6,4.4,4.2,5.8,3.6,5.3,3.8,22.3,7.61,3571,2,2,457,681945
618,20156207,4.6,4.3,4.2,3.1,3.6,3.3,3.8,17.1,8.3,2415,9,9,1517,680606
619,20161744,3.5,4.3,4.2,3.1,3.6,3.3,5.8,22,8.71,1938,10,10,1978,675966
620,20090195,4,3.8,4.2,3.1,3.6,3.3,5.8,23.3,8.02,861,4,4,569,661366
621,20110296,6,4,5.6,3.4,3.6,4.6,5,24.7,5.07,1873,12,17,3682,672340
622,20161084,4.3,4.3,4.2,5.2,3.6,5.3,3.8,26.3,7.92,5068,1,1,401,668977
623,20090718,3.5,3.8,4.2,3.1,3.6,3.3,4.6,22.5,8.26,1566,10,10,2263,655078
624,20090412,6,3.8,2.3,3.1,3.6,3.3,2.5,22.5,9.02,4058,3,3,548,651978
625,20112651,3.7,4,2.5,5.8,3.6,5.3,4.3,22.2,7.31,1249,293,563,49757,660172
626,20090169,3.4,3.8,5.6,4.7,3.6,3.6,2.5,24,6.05,3367,0,0,0,644276
627,20156748,4,4.4,5.6,3.8,3.6,4.6,5,38.4,7.35,3472,46,53,10298,654407
628,20119420,3.5,3.8,4.2,5.8,3.6,5.3,4.6,19.4,7.35,3221,3,3,540,654386
629,20131246,5.2,5,4.2,5.1,3.6,5.3,4.3,27.7,7.15,4540,382,609,40746,654212
630,20068576,4.3,4.4,5.6,3.8,3.6,4.6,7.1,27,6.54,2958,33,33,7519,653287
631,20090327,4.5,3.8,5.6,3.4,2.5,4.6,4.3,24,4.58,1893,18,20,2462,644717
632,20081244,4.1,4.2,5.6,3.8,6.6,4.6,2.5,24.6,9,4955,256,677,19163,652178
633,20090953,6,3.8,2.5,2.9,2.5,3.3,4.3,20.6,7.6,1546,30,31,3564,640704
634,20151227,4,4.3,5.6,4,3.6,5.3,4.7,23,8.06,3175,33,33,7428,647305
635,20154906,4.5,4.3,5.6,5.8,3.6,4.6,4.3,29.8,6.15,7769,18,20,5535,645922
636,20081535,4,4.2,2.2,3.8,6.6,3.6,2.5,21.7,6.55,3482,14,14,2120,646826
637,20110657,6,4,4.2,3.1,3.6,3.3,4.6,28.9,8.95,1281,78,293,10518,645151
638,20110911,4.5,4,2.3,3.1,3.6,3.3,2.5,21.3,9.07,3365,2,2,418,644652
639,20090528,4.1,3.8,4.2,4,3.6,5.3,4.3,21.6,7.02,1681,25,32,5666,634100
640,20112311,4,4,4.2,3.8,6.6,5.3,4.6,20.4,8.3,2265,35,35,6890,641323
641,20080393,4,4.2,4.2,3.1,2.5,3.3,4.6,19.2,8.17,497,4,6,1971,635579
642,20113745,4.6,4.8,4.2,5.8,6.6,5.3,3.8,26.9,7.43,3982,845,1815,118328,636631
643,20145396,3.4,4.4,5.6,4.7,3.6,3.6,5,28,7.61,4176,14,16,3662,635235
644,20138224,4.3,5,5.6,3.8,6.6,4.6,4.3,25.3,8.14,3727,83,83,16573,635740
645,20090042,3.5,4.2,5.6,4.7,6.6,3.6,2.5,25.7,7.25,2391,15,16,2128,622486
646,20179281,3.5,4.3,4.2,5.1,3.6,5.3,3.8,26,8.16,6063,28,28,4830,634150
647,20144442,5.2,4.4,5.6,3.8,6.6,5.3,4.3,32.2,6.6,5042,16,16,4472,628576
648,20080833,4.5,3.3,5.6,5.8,3.6,5.3,7.1,24,6.82,3310,316,1738,45244,628359
649,20100378,6,3.8,2.3,3.1,3.6,3.3,2.5,21.3,9.23,3498,5,5,932,618420
650,20168891,4.1,4.3,4.2,3.8,3.6,5.3,5.1,20.1,9.14,3235,693,1705,45109,627424
651,20090861,5.2,3.8,4.2,3.1,2.5,3.3,4.6,20.8,8.89,1480,71,211,25122,617085
652,20121861,4.3,4.8,2.5,5.8,3.6,5.3,4.3,17.5,8.14,2086,46,52,9776,625190
653,20112972,4,4,4.2,3.1,3.6,3.3,4.6,20.5,8.74,596,37,41,7160,622286
654,20143344,5.2,4.5,2.5,3.1,2.5,3.3,2.6,17.1,7.65,2274,15,17,2594,618730
655,20112704,3.7,4,4.2,5.1,3.6,5.3,4.6,21.6,7.42,4472,2,2,250,616943
656,20090815,4,3.8,5.6,5.8,3.6,5.3,2.5,25.2,7.78,2616,110,138,23541,612126
657,20145504,3.7,4.4,5.6,4.7,6.6,4.6,4.3,27.7,7.01,4131,119,120,24712,616481
658,20166363,4,4.3,4.2,5.8,3.6,4.6,4.3,28,7.22,2133,31,35,4725,612328
659,20070551,5.2,3.3,4.2,5.2,3.6,3.3,4.3,23.6,6.24,4714,21,23,3356,2906958
660,20113532,4.5,4.8,5.6,5.8,3.6,4.6,5,27.3,5.13,1938,16,19,4406,611685
661,20140193,4.1,4.4,5.6,5.8,3.6,5.3,4.3,38.8,6.37,4323,18,18,4899,609063
662,20090948,3.4,3.8,4.2,3.8,3.6,4.6,2.5,19.8,7.67,1741,3,4,344,596403
663,20124127,4,4.8,4.2,5.8,6.6,4.6,4.3,22.6,7.19,4512,22,22,4577,608222
664,20090043,3.4,3.8,4.2,5.8,7.2,3.6,5.8,21.6,6.72,6316,5,7,723,597118
665,20101113,4,3.8,5.6,4,3.6,4.6,2.5,28.7,8.02,2596,33,35,5499,596864
666,20124934,4.1,4.8,5.6,3.8,3.6,3.6,5,23.3,7.83,4333,6,7,1356,603283
667,20134984,5.2,5,4.2,5.8,2.5,3.3,4.6,20.4,9.01,1237,4,5,825,599963
668,20100129,4,3.8,5.6,4,3.6,4.6,4.3,28,7.61,3532,76,83,11461,590531
669,20132482,4.5,4.5,5.6,5.8,3.6,3.6,5.8,23.3,5.97,3944,427,1128,47328,603495
670,20111671,4.5,4,4.2,5.8,3.6,4.6,2.5,26.9,7.44,1304,444,635,41715,598365
671,20134533,4.3,5,2.5,3.1,3.6,3.3,2.5,20.4,7.58,945,27,27,3439,598204
672,20100975,3.7,3.8,4.2,3.8,3.6,5.3,5,23.2,8.61,2867,45,51,6720,583354
673,20134591,4.5,4.5,5.6,5.8,3.6,3.6,2.5,27,6.09,4514,12,12,2847,592435
674,20124420,3.5,4.8,4.2,4.7,3.6,4.6,4.3,23.9,7.28,1439,49,49,8889,591841
675,20147129,4,4.5,5.6,4,3.6,4.6,5,22.3,5.28,5644,16,17,3869,594876
676,20070660,4.3,3.3,5.6,3.8,3.6,4.6,2.5,26.3,6.84,3195,29,33,628,578834
677,20177181,6,4.7,2.5,4.7,2.5,4.6,2.6,21.6,7.24,3243,14,14,3487,590045
678,20136812,4.3,5,4.2,4.7,7.2,3.6,2.5,22.4,8.06,4174,7,7,1464,585976
679,20081444,3.7,4.2,4.2,4.7,6.6,4.6,5.1,24.4,7.41,1603,1,2,16,589899
680,20100813,4.1,3.8,5.6,4,6.6,4.6,2.5,29.3,5.88,1500,701,1665,55563,573001
681,20100381,6,3.8,4.2,3.8,3.6,3.3,4.6,19.9,7.47,2167,2,2,538,570775
682,20125866,4.6,4.8,4.2,3.8,3.6,4.6,5.1,21.6,5.81,2446,7,7,2097,582126
683,20080741,3.7,4.2,5.6,3.8,3.6,4.6,7.1,29.3,7.97,1569,685,2668,78688,595199
684,20155563,5.2,4.4,2.5,3.1,3.6,3.3,2.6,24.7,8.64,3440,31,32,5579,579367
685,20135657,5.2,5,4.2,3.4,3.6,4.6,7.5,26.7,7.22,1596,0,0,0,577758
686,20125426,4.6,4.8,4.2,5.2,3.6,3.3,4.3,19.4,7.48,1638,70,198,10807,585698
687,20156402,3.4,4.4,4.2,5.8,6.6,4.6,3.8,28.4,7.76,4186,3,3,1003,573661
688,20129588,4.1,5,4.2,5.2,6.6,4.6,4.3,23,7.32,3842,3,3,978,571074
689,20128270,3.7,4.8,4.2,5.1,3.6,3.6,2.5,18.1,8,3693,64,64,13855,571922
690,20113311,5.2,4,4.2,3.1,2.5,3.3,4.6,18.7,8.4,498,3,3,0,570150
691,20137815,4.5,5,4.2,5.8,6.6,4.6,7.5,20,7.41,2291,7,7,2422,569500
692,20070672,4.3,4.2,4.2,5.1,2.5,4.6,5.8,21.6,6.99,8268,8,8,1419,558389
693,20113643,3.5,4,5.6,3.1,3.6,5.3,4.3,25.3,8.12,2587,130,144,25123,587291
694,20149930,4.1,4.5,4.2,3.8,3.6,5.3,2.5,22.5,7.99,2211,30,32,5654,565049
695,20163018,4.6,4.3,2.5,3.8,3.6,4.6,2.1,26.6,9.01,4554,65,65,11405,562327
696,20071067,4.3,3.3,5.6,3.8,3.6,3.3,5.8,26,7.45,2763,41,43,4685,550284
697,20127401,4.1,4,4.2,5.8,3.6,3.6,4.6,21.7,5.85,2422,2,2,411,558443
698,20090019,4.3,4.2,4.2,5.2,3.6,3.3,4.3,24.9,5.97,1152,1,2,607,560588
699,20178126,4.3,4.7,4.2,3.4,3.6,4.6,4.6,22.5,6.88,2496,2,2,378,554535
700,20161286,6,4.3,4.2,3.1,3.6,3.3,4.6,24,8.21,2645,23,23,3824,553760
701,20081565,3.7,4.2,2.5,4.7,3.6,4.6,2.5,20.3,8,1551,7,7,1426,557063
702,20167261,4.5,4.3,4.2,5.8,3.6,4.6,2.5,21.5,6.6,1172,10,10,1681,551897
703,20150501,6,4.5,2.3,3.1,3.6,3.3,5.8,17.1,8.79,2024,2,2,433,550961
704,20070549,5.2,3.3,4.2,5.8,6.6,5.3,4.6,26,7.96,2135,276,974,11924,1745669
705,20111928,4,4,5.6,3.8,3.6,5.3,4.3,21.7,6.25,3096,38,45,5879,543313
706,20080399,4.1,3.3,5.6,4.7,3.6,3.6,2.5,32,6.92,1859,5,5,689,550195
707,20180564,3.4,5.8,4.2,5.8,3.6,5.3,5.1,22.3,6.65,2482,6,6,951,540410
708,20137426,4.6,4.8,4.2,5.1,3.6,5.3,7.5,22.1,6.86,5543,0,0,0,537920
709,20090510,4.1,3.8,5.6,4.7,3.6,4.6,7.1,25,5.86,2305,229,1448,32070,531023
710,20174585,5.2,4.7,2.3,3.1,3.6,3.3,5.8,20.4,7.16,2654,12,12,2217,535669
711,20177104,4.3,4.7,4.2,3.1,3.6,3.3,4.6,23,8.89,1151,8,9,1658,535448
712,20081391,3.7,4.2,5.6,3.8,3.6,3.6,2.5,21.3,6.68,3949,4,6,449,539110
713,20134407,3.4,4.8,5.6,3.4,3.6,3.6,5.8,25.6,6.8,3171,27,36,6678,534273
714,20112082,4.1,4,5.6,3.8,6.6,5.3,7.1,25.8,8.44,2052,475,713,29819,535657
715,20154908,3.4,5.8,5.6,4.7,6.6,4.6,5.8,27.4,4.93,4695,50,52,7911,528014
716,20110031,4.3,3.8,4.2,3.8,3.6,3.6,4.6,19.3,7.66,1475,6,15,245,527077
717,20136060,3.4,5,5.6,4.7,3.6,3.6,4.3,24,5.76,5376,9,11,2366,526557
718,20127306,6,4.8,2.3,3.1,3.6,5.3,5.8,18.8,8.65,1797,3,3,576,525169
719,20071042,4.3,3.3,4.2,5.1,6.6,4.6,2.5,22.5,7.25,10005,11,11,2142,521299
720,20119429,3.5,3.8,4.2,3.8,3.6,4.6,5.1,21.5,7.74,2397,0,0,0,522794
721,20090018,4.3,4.2,4.2,3.8,6.6,3.6,3.8,28.6,9.17,3340,0,0,0,519127
722,20148841,3.4,4.5,5.6,4,3.6,3.6,5,27,6.8,1731,17,18,3904,523871
723,20137562,4.1,5,4.2,5.2,3.6,5.3,4.6,23.2,7.82,3205,9,9,2280,519584
724,20168381,4.3,4.7,4.2,4.7,6.6,4.6,4.3,22.9,8.84,3718,17,17,3948,520448
725,20101013,4,3.8,4.2,3.8,6.6,4.6,4.6,22.8,7.81,2735,261,444,17138,509295
726,20162404,4.5,4.3,4.2,5.8,3.6,5.3,3.8,33.3,7.44,4209,7,8,994,515553
727,20100816,4.5,3.8,4.2,5.8,2.5,3.6,2.5,23.3,6.68,3794,18,20,3524,505875
728,20111113,6,4,4.2,5.8,6.6,5.3,5.8,29.5,7.51,3566,12,42,330,514309
729,20090862,5.2,3.8,5.6,3.8,3.6,5.3,7.1,24.3,6.76,2673,8,9,1939,513405
730,20162968,4.1,4.4,4.2,5.2,3.6,5.3,7.5,28.4,8.33,2659,10,10,2402,513202
731,20158047,4.5,4.7,2.5,5.8,6.6,5.3,3,21,7.82,3694,112,159,9721,511931
732,20113271,5.2,4,2.3,3.1,2.5,3.3,2.5,21.5,8.89,788,35,56,4888,549904
733,20154905,4,4.3,5.6,3.8,6.6,5.3,7.1,29.5,8.42,3806,356,362,19152,511369
734,20090210,4,3.8,2.5,5.8,3.6,4.6,2.5,19.4,7.81,1373,5,6,431,501736
735,20100991,4.1,3.8,4.2,3.8,6.6,4.6,4.6,21.2,6.48,1224,1,1,0,500266
736,20174965,5.2,4.7,2.3,3.1,3.6,3.3,2.1,17.1,8.85,1733,9,9,1194,509555
737,20162002,4.5,4.3,2.3,3.1,3.6,5.3,5.8,17.1,8.99,2971,6,6,1295,521596
738,20126087,3.5,4.8,5.6,4,3.6,4.6,7.1,23.7,6.84,8700,40,41,8829,507913
739,20181788,4,5.8,4.2,3.4,3.6,4.6,4.3,21,7.87,4274,432,737,22294,526078
740,20173436,3.5,4.7,4.2,5.2,6.6,3.6,4.6,21,8.39,5138,56,60,7286,506408
741,20144322,3.5,4.5,2.3,3.1,3.6,3.3,5,17,8.74,1804,38,41,4837,503970
742,20080254,3.4,3.3,4.2,4.7,2.5,4.6,2.5,17.4,6.93,1819,23,74,14298,498720
743,20163580,3.5,4.3,4.2,5.2,3.6,5.3,3.8,23.7,6.63,3524,9,9,2098,501486
744,20090891,5.2,3.8,4.2,3.8,3.6,4.6,2.5,14.9,6.72,3131,282,720,19867,491162
745,20136866,3.5,5,4.2,3.8,6.6,4.6,3,14,8.51,2361,57,57,6099,498976
746,20124055,4.5,4.8,5.6,4,3.6,4.6,4.3,25.6,5.66,1334,35,37,8005,497880
747,20139981,5.2,5,5.6,4,3.6,5.3,4.3,16.3,6.65,2173,58,60,12852,494126
748,20136058,4.5,5,5.6,3.4,3.6,4.6,4.3,14,6.61,5688,12,15,3057,495535
749,20101009,4,3.8,5.6,4,3.6,4.6,7.1,16.6,8.12,2240,332,718,17190,483387
750,20101008,4,3.8,4.2,5.8,3.6,4.6,2.5,19.1,8.04,1947,4,4,566,482053
751,20122787,3.5,5,5.6,3.8,6.6,5.3,2.5,16,9.26,5888,48,48,9266,498670
752,20090455,4.5,3.8,4.2,3.4,6.6,3.6,5.1,20.7,8.4,5178,26,43,1890,481064
753,20175522,6,4.7,4.2,3.1,3.6,3.3,7.5,15.6,8.52,1388,15,15,4764,487916
754,20169643,4,4.7,5.6,3.8,6.6,4.6,5.8,31,7.78,4399,39,43,6332,494097
755,20182352,4,5.8,5.6,2.9,3.6,4.6,2.5,20.1,8.99,9999,166,269,7865,540605
756,20145506,4,4.4,5.6,7.9,6.6,4.6,4.3,32,7.98,6009,40,42,7841,485695
757,20156559,4.6,4.3,5.6,3.1,3.6,4.6,2.5,19,8.77,2876,101,102,15115,482784
758,20147931,6,4.5,5.6,3.4,3.6,4.6,2.1,16.7,5.47,2628,13,13,2168,481696
759,20126090,4.3,5,5.6,4,3.6,5.3,7.1,24.3,4.04,4919,37,37,6799,480361
760,20100168,4,3.8,5.6,3.8,3.6,3.3,2.5,12,9.27,2519,44,47,8126,472009
761,20136800,4.3,5,5.6,3.1,2.5,3.3,2.5,16.3,6.68,1397,20,21,4285,479280
762,20157466,4.3,4.4,5.6,3.8,3.6,5.3,4.3,28.3,8.47,3989,367,548,36250,476665
763,20167716,3.5,4.3,4.2,5.8,3.6,4.6,4.3,17.8,7.05,2423,3,3,1010,475309
764,20143512,4,4.4,5.6,3.8,3.6,4.6,4.3,15.3,6.68,2115,27,28,5687,472693
765,20126388,5.2,4.8,2.2,3.1,2.5,3.3,4.3,14,8.71,742,235,405,21781,472692
766,20110656,4.5,4,4.2,5.1,3.6,5.3,5.8,18.4,6.8,1997,0,0,0,472157
767,20111914,4.1,4,5.6,3.8,3.6,3.6,2.5,15.3,7.36,1356,499,883,43768,471547
768,20090926,4.3,3.8,5.6,3.8,3.6,3.3,4.3,16,7.2,2467,41,42,6408,462714
769,20151964,4.5,4.4,2.3,3.1,3.6,3.3,5.8,15.8,8.46,2038,2,2,215,471319
770,20080750,5.2,4.2,5.6,3.8,3.6,5.3,5.8,13,7.54,1527,429,1735,29143,471310
